ano,codigo,estacao,regiao,uf,latitude,longitude,altitude_m,data_fundacao,arquivo_origem,linhas_total,datetime_validos,temperaturas_validas,duplicados_datetime,primeiro_datetime_utc,ultimo_datetime_utc,distancia_ref_km,latitude_referencia,longitude_referencia
2018,A314,GUARAMIRANGA,NE,CE,-4.26111111,-38.19749999,38.2,2007-05-26,2018/INMET_NE_CE_A314_GUARAMIRANGA_01-01-2018_A_31-12-2018.CSV,8760,8760,8463,0,2018-01-01T00:00:00,2018-12-31T23:00:00,0.0,-4.26111111,-38.19749999
2019,A314,,,CE,-4.261351,-38.931068,865.53,26/05/07,2019/INMET_NE_CE_A314_GUARAMIRANGA_01-01-2019_A_31-12-2019.CSV,8760,8760,6316,0,2019-01-01T00:00:00,2019-12-31T23:00:00,81.34366847002013,-4.26111111,-38.19749999
2020,A314,GUARAMIRANGA,NE,CE,-4.261351,-38.931068,865.53,26/05/07,INMET_NE_CE_A314_GUARAMIRANGA_01-01-2020_A_31-12-2020.CSV,8784,8784,2115,0,2020-01-01T00:00:00,2020-12-31T23:00:00,81.34366847002013,-4.26111111,-38.19749999
2021,A314,GUARAMIRANGA,NE,CE,-4.26138888,-38.9311111,865.53,26/05/07,INMET_NE_CE_A314_GUARAMIRANGA_01-01-2021_A_31-12-2021.CSV,8760,8760,533,0,2021-01-01T00:00:00,2021-12-31T23:00:00,81.34844721546929,-4.26111111,-38.19749999
2022,A314,GUARAMIRANGA,NE,CE,-4.22916666,-38.95888888,865.53,26/05/07,INMET_NE_CE_A314_GUARAMIRANGA_01-01-2022_A_31-12-2022.CSV,8760,8760,2838,0,2022-01-01T00:00:00,2022-12-31T23:00:00,84.50510577067672,-4.26111111,-38.19749999
2023,A314,GUARAMIRANGA,NE,CE,-4.22916666,-38.95888888,865.53,26/05/07,INMET_NE_CE_A314_GUARAMIRANGA_01-01-2023_A_31-12-2023.CSV,8760,8760,3035,0,2023-01-01T00:00:00,2023-12-31T23:00:00,84.50510577067672,-4.26111111,-38.19749999
2024,A314,GUARAMIRANGA,NE,CE,-4.22916666,-38.95888888,865.53,26/05/07,INMET_NE_CE_A314_GUARAMIRANGA_01-01-2024_A_31-12-2024.CSV,8784,8784,137,0,2024-01-01T00:00:00,2024-12-31T23:00:00,84.50510577067672,-4.26111111,-38.19749999
2025,A314,GUARAMIRANGA,NE,CE,-4.22916666,-38.95888888,865.53,26/05/07,2025/INMET_NE_CE_A314_GUARAMIRANGA_01-01-2025_A_31-12-2025.CSV,8760,8760,0,0,2025-01-01T00:00:00,2025-12-31T23:00:00,84.50510577067672,-4.26111111,-38.19749999
2007,A330,PAULISTANA,NE,PI,-8.07999999,-41.07999999,374.22,2007-08-31,2007/INMET_NE_PI_A330_PAULISTANA_31-08-2007_A_31-12-2007.CSV,2952,2952,2847,0,2007-08-31T00:00:00,2007-12-31T23:00:00,0.0,-8.07999999,-41.07999999
2008,A330,PAULISTANA,NE,PI,-8.07999999,-41.07999999,374.22,2007-08-31,2008/INMET_NE_PI_A330_PAULISTANA_01-01-2008_A_31-12-2008.CSV,8784,8784,8776,0,2008-01-01T00:00:00,2008-12-31T23:00:00,0.0,-8.07999999,-41.07999999
2009,A330,PAULISTANA,NE,PI,-8.07999999,-41.07999999,374.22,2007-08-31,2009/INMET_NE_PI_A330_PAULISTANA_01-01-2009_A_31-12-2009.CSV,8760,8760,8731,0,2009-01-01T00:00:00,2009-12-31T23:00:00,0.0,-8.07999999,-41.07999999
2010,A330,PAULISTANA,NE,PI,-8.07999999,-41.07999999,374.22,2007-08-31,2010/INMET_NE_PI_A330_PAULISTANA_01-01-2010_A_31-12-2010.CSV,8760,8760,8757,0,2010-01-01T00:00:00,2010-12-31T23:00:00,0.0,-8.07999999,-41.07999999
2011,A330,PAULISTANA,NE,PI,-8.07999999,-41.07999999,374.22,2007-08-31,2011/INMET_NE_PI_A330_PAULISTANA_01-01-2011_A_31-12-2011.CSV,8760,8760,8746,0,2011-01-01T00:00:00,2011-12-31T23:00:00,0.0,-8.07999999,-41.07999999
2012,A330,PAULISTANA,NE,PI,-8.07999999,-41.07999999,374.22,2007-08-31,2012/INMET_NE_PI_A330_PAULISTANA_01-01-2012_A_31-12-2012.CSV,8784,8784,8633,0,2012-01-01T00:00:00,2012-12-31T23:00:00,0.0,-8.07999999,-41.07999999
2013,A330,PAULISTANA,NE,PI,-8.07999999,-41.07999999,374.22,2007-08-31,2013/INMET_NE_PI_A330_PAULISTANA_01-01-2013_A_31-12-2013.CSV,8760,8760,8016,0,2013-01-01T00:00:00,2013-12-31T23:00:00,0.0,-8.07999999,-41.07999999
2014,A330,PAULISTANA,NE,PI,-8.07999999,-41.07999999,374.22,2007-08-31,2014/INMET_NE_PI_A330_PAULISTANA_01-01-2014_A_31-12-2014.CSV,8760,8760,7941,0,2014-01-01T00:00:00,2014-12-31T23:00:00,0.0,-8.07999999,-41.07999999
2015,A330,PAULISTANA,NE,PI,-8.07999999,-41.07999999,374.22,2007-08-31,2015/INMET_NE_PI_A330_PAULISTANA_01-01-2015_A_31-12-2015.CSV,8760,8760,8135,0,2015-01-01T00:00:00,2015-12-31T23:00:00,0.0,-8.07999999,-41.07999999
2016,A330,PAULISTANA,NE,PI,-8.07999999,-41.07999999,374.22,2007-08-31,2016/INMET_NE_PI_A330_PAULISTANA_01-01-2016_A_31-12-2016.CSV,8784,8784,8228,0,2016-01-01T00:00:00,2016-12-31T23:00:00,0.0,-8.07999999,-41.07999999
2017,A330,PAULISTANA,NE,PI,-8.07999999,-41.07999999,374.22,2007-08-31,2017/INMET_NE_PI_A330_PAULISTANA_01-01-2017_A_31-12-2017.CSV,8760,8760,7574,0,2017-01-01T00:00:00,2017-12-31T23:00:00,0.0,-8.07999999,-41.07999999
2018,A330,PAULISTANA,NE,PI,-8.07999999,-41.07999999,374.22,2007-08-31,2018/INMET_NE_PI_A330_PAULISTANA_01-01-2018_A_31-12-2018.CSV,8760,8760,8760,0,2018-01-01T00:00:00,2018-12-31T23:00:00,0.0,-8.07999999,-41.07999999
2019,A330,,,PI,-8.132288,-41.142945,376.0,31/08/07,2019/INMET_NE_PI_A330_PAULISTANA_01-01-2019_A_31-12-2019.CSV,8760,8760,8635,0,2019-01-01T00:00:00,2019-12-31T23:00:00,9.045384353425334,-8.07999999,-41.07999999
2020,A330,PAULISTANA,NE,PI,-8.132288,-41.142945,376.0,31/08/07,INMET_NE_PI_A330_PAULISTANA_01-01-2020_A_31-12-2020.CSV,8784,8784,7768,0,2020-01-01T00:00:00,2020-12-31T23:00:00,9.045384353425334,-8.07999999,-41.07999999
2021,A330,PAULISTANA,NE,PI,-8.132288,-41.142945,376.0,31/08/07,INMET_NE_PI_A330_PAULISTANA_01-01-2021_A_31-12-2021.CSV,8760,8760,4507,0,2021-01-01T00:00:00,2021-12-31T23:00:00,9.045384353425334,-8.07999999,-41.07999999
2022,A330,PAULISTANA,NE,PI,-8.132288,-41.142945,376.0,31/08/07,INMET_NE_PI_A330_PAULISTANA_01-01-2022_A_31-12-2022.CSV,8760,8760,3829,0,2022-01-01T00:00:00,2022-12-31T23:00:00,9.045384353425334,-8.07999999,-41.07999999
2023,A330,PAULISTANA,NE,PI,-8.132288,-41.142945,376.0,31/08/07,INMET_NE_PI_A330_PAULISTANA_01-01-2023_A_31-12-2023.CSV,8760,8760,7118,0,2023-01-01T00:00:00,2023-12-31T23:00:00,9.045384353425334,-8.07999999,-41.07999999
2024,A330,PAULISTANA,NE,PI,-8.132288,-41.142945,376.0,31/08/07,INMET_NE_PI_A330_PAULISTANA_01-01-2024_A_31-12-2024.CSV,8784,8784,8784,0,2024-01-01T00:00:00,2024-12-31T23:00:00,9.045384353425334,-8.07999999,-41.07999999
2025,A330,PAULISTANA,NE,PI,-8.13222221,-41.14305555,376.0,31/08/07,2025/INMET_NE_PI_A330_PAULISTANA_01-01-2025_A_31-12-2025.CSV,8760,8760,8736,0,2025-01-01T00:00:00,2025-12-31T23:00:00,9.050015201446447,-8.07999999,-41.07999999
2007,A332,MORADA NOVA,NE,CE,-5.13638888,-38.35638888,43.6,2007-08-24,2007/INMET_NE_CE_A332_MORADA NOVA_24-08-2007_A_31-12-2007.CSV,3120,3120,3028,0,2007-08-24T00:00:00,2007-12-31T23:00:00,0.0,-5.13638888,-38.35638888
2008,A332,MORADA NOVA,NE,CE,-5.13638888,-38.35638888,43.6,2007-08-24,2008/INMET_NE_CE_A332_MORADA NOVA_01-01-2008_A_31-12-2008.CSV,8784,8784,8534,0,2008-01-01T00:00:00,2008-12-31T23:00:00,0.0,-5.13638888,-38.35638888
2009,A332,MORADA NOVA,NE,CE,-5.13638888,-38.35638888,43.6,2007-08-24,2009/INMET_NE_CE_A332_MORADA NOVA_01-01-2009_A_31-12-2009.CSV,8760,8760,6485,0,2009-01-01T00:00:00,2009-12-31T23:00:00,0.0,-5.13638888,-38.35638888
2010,A332,MORADA NOVA,NE,CE,-5.13638888,-38.35638888,43.6,2007-08-24,2010/INMET_NE_CE_A332_MORADA NOVA_01-01-2010_A_31-12-2010.CSV,8760,8760,8757,0,2010-01-01T00:00:00,2010-12-31T23:00:00,0.0,-5.13638888,-38.35638888
2011,A332,MORADA NOVA,NE,CE,-5.13638888,-38.35638888,43.6,2007-08-24,2011/INMET_NE_CE_A332_MORADA NOVA_01-01-2011_A_31-12-2011.CSV,8760,8760,7166,0,2011-01-01T00:00:00,2011-12-31T23:00:00,0.0,-5.13638888,-38.35638888
2012,A332,MORADA NOVA,NE,CE,-5.13638888,-38.35638888,43.6,2007-08-24,2012/INMET_NE_CE_A332_MORADA NOVA_01-01-2012_A_31-12-2012.CSV,8784,8784,7123,0,2012-01-01T00:00:00,2012-12-31T23:00:00,0.0,-5.13638888,-38.35638888
2013,A332,MORADA NOVA,NE,CE,-5.13638888,-38.35638888,43.6,2007-08-24,2013/INMET_NE_CE_A332_MORADA NOVA_01-01-2013_A_31-12-2013.CSV,8760,8760,7950,0,2013-01-01T00:00:00,2013-12-31T23:00:00,0.0,-5.13638888,-38.35638888
2014,A332,MORADA NOVA,NE,CE,-5.13638888,-38.35638888,43.6,2007-08-24,2014/INMET_NE_CE_A332_MORADA NOVA_01-01-2014_A_31-12-2014.CSV,8760,8760,8758,0,2014-01-01T00:00:00,2014-12-31T23:00:00,0.0,-5.13638888,-38.35638888
2015,A332,MORADA NOVA,NE,CE,-5.13638888,-38.35638888,43.6,2007-08-24,2015/INMET_NE_CE_A332_MORADA NOVA_01-01-2015_A_31-12-2015.CSV,8760,8760,7340,0,2015-01-01T00:00:00,2015-12-31T23:00:00,0.0,-5.13638888,-38.35638888
2016,A332,MORADA NOVA,NE,CE,-5.13638888,-38.35638888,43.6,2007-08-24,2016/INMET_NE_CE_A332_MORADA NOVA_01-01-2016_A_31-12-2016.CSV,8784,8784,8153,0,2016-01-01T00:00:00,2016-12-31T23:00:00,0.0,-5.13638888,-38.35638888
2017,A332,MORADA NOVA,NE,CE,-5.13638888,-38.35638888,43.6,2007-08-24,2017/INMET_NE_CE_A332_MORADA NOVA_01-01-2017_A_31-12-2017.CSV,8760,8760,8760,0,2017-01-01T00:00:00,2017-12-31T23:00:00,0.0,-5.13638888,-38.35638888
2018,A332,MORADA NOVA,NE,CE,-5.13638888,-38.35638888,43.6,2007-08-24,2018/INMET_NE_CE_A332_MORADA NOVA_01-01-2018_A_31-12-2018.CSV,8760,8760,8759,0,2018-01-01T00:00:00,2018-12-31T23:00:00,0.0,-5.13638888,-38.35638888
2019,A332,,,CE,-5.136689,-38.35659,45.03,24/08/07,2019/INMET_NE_CE_A332_MORADA NOVA_01-01-2019_A_31-12-2019.CSV,8760,8760,8243,0,2019-01-01T00:00:00,2019-12-31T23:00:00,0.04012232939675706,-5.13638888,-38.35638888
2020,A332,MORADA NOVA,NE,CE,-5.13666666,-38.35666666,45.03,24/08/07,INMET_NE_CE_A332_MORADA NOVA_01-01-2020_A_31-12-2020.CSV,8784,8784,8783,0,2020-01-01T00:00:00,2020-12-31T23:00:00,0.04359428150713434,-5.13638888,-38.35638888
2021,A332,MORADA NOVA,NE,CE,-5.13666666,-38.35666666,45.03,24/08/07,INMET_NE_CE_A332_MORADA NOVA_01-01-2021_A_31-12-2021.CSV,8760,8760,8738,0,2021-01-01T00:00:00,2021-12-31T23:00:00,0.04359428150713434,-5.13638888,-38.35638888
2022,A332,MORADA NOVA,NE,CE,-5.0911111,-38.36472222,92.0,24/08/07,INMET_NE_CE_A332_MORADA NOVA_01-01-2022_A_31-12-2022.CSV,8760,8760,8605,0,2022-01-01T00:00:00,2022-12-31T23:00:00,5.118562333573931,-5.13638888,-38.35638888
2023,A332,MORADA NOVA,NE,CE,-5.0911111,-38.36472222,93.0,24/08/07,INMET_NE_CE_A332_MORADA NOVA_01-01-2023_A_31-12-2023.CSV,8760,8760,8712,0,2023-01-01T00:00:00,2023-12-31T23:00:00,5.118562333573931,-5.13638888,-38.35638888
2024,A332,MORADA NOVA,NE,CE,-5.0911111,-38.36472222,93.0,24/08/07,INMET_NE_CE_A332_MORADA NOVA_01-01-2024_A_31-12-2024.CSV,8784,8784,8781,0,2024-01-01T00:00:00,2024-12-31T23:00:00,5.118562333573931,-5.13638888,-38.35638888
2025,A332,MORADA NOVA,NE,CE,-5.0911111,-38.36472222,93.0,24/08/07,2025/INMET_NE_CE_A332_MORADA NOVA_01-01-2025_A_31-12-2025.CSV,8760,8760,8743,0,2025-01-01T00:00:00,2025-12-31T23:00:00,5.118562333573931,-5.13638888,-38.35638888
2007,A333,SAO GONCALO,NE,PB,-6.75666666,-38.22749999,233.06,2007-11-06,2007/INMET_NE_PB_A333_SAO GONCALO_06-11-2007_A_31-12-2007.CSV,1344,1344,775,0,2007-11-06T00:00:00,2007-12-31T23:00:00,0.0,-6.75666666,-38.22749999
2008,A333,SAO GONCALO,NE,PB,-6.75666666,-38.22749999,233.06,2007-11-06,2008/INMET_NE_PB_A333_SAO GONCALO_01-01-2008_A_31-12-2008.CSV,8784,8784,7908,0,2008-01-01T00:00:00,2008-12-31T23:00:00,0.0,-6.75666666,-38.22749999
2009,A333,SAO GONCALO,NE,PB,-6.75666666,-38.22749999,233.06,2007-11-06,2009/INMET_NE_PB_A333_SAO GONCALO_01-01-2009_A_31-12-2009.CSV,8760,8760,2841,0,2009-01-01T00:00:00,2009-12-31T23:00:00,0.0,-6.75666666,-38.22749999
2010,A333,SAO GONCALO,NE,PB,-6.75666666,-38.22749999,233.06,2007-11-06,2010/INMET_NE_PB_A333_SAO GONCALO_01-01-2010_A_31-12-2010.CSV,8760,8760,8633,0,2010-01-01T00:00:00,2010-12-31T23:00:00,0.0,-6.75666666,-38.22749999
2011,A333,SAO GONCALO,NE,PB,-6.75666666,-38.22749999,233.06,2007-11-06,2011/INMET_NE_PB_A333_SAO GONCALO_01-01-2011_A_31-12-2011.CSV,8760,8760,5463,0,2011-01-01T00:00:00,2011-12-31T23:00:00,0.0,-6.75666666,-38.22749999
2012,A333,SAO GONCALO,NE,PB,-6.75666666,-38.22749999,233.06,2007-11-06,2012/INMET_NE_PB_A333_SAO GONCALO_01-01-2012_A_31-12-2012.CSV,8784,8784,8780,0,2012-01-01T00:00:00,2012-12-31T23:00:00,0.0,-6.75666666,-38.22749999
2013,A333,SAO GONCALO,NE,PB,-6.75666666,-38.22749999,233.06,2007-11-06,2013/INMET_NE_PB_A333_SAO GONCALO_01-01-2013_A_31-12-2013.CSV,8760,8760,8639,0,2013-01-01T00:00:00,2013-12-31T23:00:00,0.0,-6.75666666,-38.22749999
2014,A333,SAO GONCALO,NE,PB,-6.75666666,-38.22749999,233.06,2007-11-06,2014/INMET_NE_PB_A333_SAO GONCALO_01-01-2014_A_31-12-2014.CSV,8760,8760,8760,0,2014-01-01T00:00:00,2014-12-31T23:00:00,0.0,-6.75666666,-38.22749999
2015,A333,SAO GONCALO,NE,PB,-6.75666666,-38.22749999,233.06,2007-11-06,2015/INMET_NE_PB_A333_SAO GONCALO_01-01-2015_A_31-12-2015.CSV,8760,8760,8758,0,2015-01-01T00:00:00,2015-12-31T23:00:00,0.0,-6.75666666,-38.22749999
2016,A333,SAO GONCALO,NE,PB,-6.75666666,-38.22749999,233.06,2007-11-06,2016/INMET_NE_PB_A333_SAO GONCALO_01-01-2016_A_31-12-2016.CSV,8784,8784,7599,0,2016-01-01T00:00:00,2016-12-31T23:00:00,0.0,-6.75666666,-38.22749999
2017,A333,SAO GONCALO,NE,PB,-6.75666666,-38.22749999,233.06,2007-11-06,2017/INMET_NE_PB_A333_SAO GONCALO_01-01-2017_A_31-12-2017.CSV,8760,8760,8760,0,2017-01-01T00:00:00,2017-12-31T23:00:00,0.0,-6.75666666,-38.22749999
2018,A333,SAO GONCALO,NE,PB,-6.75666666,-38.22749999,233.06,2007-11-06,2018/INMET_NE_PB_A333_SAO GONCALO_01-01-2018_A_31-12-2018.CSV,8760,8760,8760,0,2018-01-01T00:00:00,2018-12-31T23:00:00,0.0,-6.75666666,-38.22749999
2019,A333,,,PB,-6.835777,-38.311583,237.04,06/11/07,2019/INMET_NE_PB_A333_SAO GONCALO_01-01-2019_A_31-12-2019.CSV,8760,8760,8193,0,2019-01-01T00:00:00,2019-12-31T23:00:00,12.789556276345968,-6.75666666,-38.22749999
2020,A333,SAO GONCALO,NE,PB,-6.835777,-38.311583,237.04,06/11/07,INMET_NE_PB_A333_SAO GONCALO_01-01-2020_A_31-12-2020.CSV,8784,8784,8783,0,2020-01-01T00:00:00,2020-12-31T23:00:00,12.789556276345968,-6.75666666,-38.22749999
2021,A333,SAO GONCALO,NE,PB,-6.835777,-38.311583,237.04,06/11/07,INMET_NE_PB_A333_SAO GONCALO_01-01-2021_A_31-12-2021.CSV,8760,8760,8759,0,2021-01-01T00:00:00,2021-12-31T23:00:00,12.789556276345968,-6.75666666,-38.22749999
2022,A333,SAO GONCALO,NE,PB,-6.835777,-38.311583,237.04,06/11/07,INMET_NE_PB_A333_SAO GONCALO_01-01-2022_A_31-12-2022.CSV,8760,8760,8760,0,2022-01-01T00:00:00,2022-12-31T23:00:00,12.789556276345968,-6.75666666,-38.22749999
2023,A333,SAO GONCALO,NE,PB,-6.835777,-38.311583,237.04,06/11/07,INMET_NE_PB_A333_SAO GONCALO_01-01-2023_A_31-12-2023.CSV,8760,8760,7322,0,2023-01-01T00:00:00,2023-12-31T23:00:00,12.789556276345968,-6.75666666,-38.22749999
2024,A333,SAO GONCALO,NE,PB,-6.835777,-38.311583,237.04,06/11/07,INMET_NE_PB_A333_SAO GONCALO_01-01-2024_A_31-12-2024.CSV,8784,8784,8784,0,2024-01-01T00:00:00,2024-12-31T23:00:00,12.789556276345968,-6.75666666,-38.22749999
2025,A333,SAO GONCALO,NE,PB,-6.83583333,-38.31166666,237.04,06/11/07,2025/INMET_NE_PB_A333_SAO GONCALO_01-01-2025_A_31-12-2025.CSV,8760,8760,8742,0,2025-01-01T00:00:00,2025-12-31T23:00:00,12.800569415575083,-6.75666666,-38.22749999
2007,A336,ALVORADA DO GURGUEIA,NE,PI,-8.44305555,-43.86472222,270.0,2007-11-17,2007/INMET_NE_PI_A336_ALVORADA DO GURGUEIA_17-11-2007_A_31-12-2007.CSV,1080,1080,639,0,2007-11-17T00:00:00,2007-12-31T23:00:00,0.0,-8.44305555,-43.86472222
2008,A336,ALVORADA DO GURGUEIA,NE,PI,-8.44305555,-43.86472222,270.0,2007-11-17,2008/INMET_NE_PI_A336_ALVORADA DO GURGUEIA_01-01-2008_A_31-12-2008.CSV,8784,8784,8201,0,2008-01-01T00:00:00,2008-12-31T23:00:00,0.0,-8.44305555,-43.86472222
2009,A336,ALVORADA DO GURGUEIA,NE,PI,-8.44305555,-43.86472222,270.0,2007-11-17,2009/INMET_NE_PI_A336_ALVORADA DO GURGUEIA_01-01-2009_A_31-12-2009.CSV,8760,8760,8739,0,2009-01-01T00:00:00,2009-12-31T23:00:00,0.0,-8.44305555,-43.86472222
2010,A336,ALVORADA DO GURGUEIA,NE,PI,-8.44305555,-43.86472222,270.0,2007-11-17,2010/INMET_NE_PI_A336_ALVORADA DO GURGUEIA_01-01-2010_A_31-12-2010.CSV,8760,8760,8749,0,2010-01-01T00:00:00,2010-12-31T23:00:00,0.0,-8.44305555,-43.86472222
2011,A336,ALVORADA DO GURGUEIA,NE,PI,-8.44305555,-43.86472222,270.0,2007-11-17,2011/INMET_NE_PI_A336_ALVORADA DO GURGUEIA_01-01-2011_A_31-12-2011.CSV,8760,8760,8460,0,2011-01-01T00:00:00,2011-12-31T23:00:00,0.0,-8.44305555,-43.86472222
2012,A336,ALVORADA DO GURGUEIA,NE,PI,-8.44305555,-43.86472222,270.0,2007-11-17,2012/INMET_NE_PI_A336_ALVORADA DO GURGUEIA_01-01-2012_A_31-12-2012.CSV,8784,8784,8781,0,2012-01-01T00:00:00,2012-12-31T23:00:00,0.0,-8.44305555,-43.86472222
2013,A336,ALVORADA DO GURGUEIA,NE,PI,-8.44305555,-43.86472222,270.0,2007-11-17,2013/INMET_NE_PI_A336_ALVORADA DO GURGUEIA_01-01-2013_A_31-12-2013.CSV,8760,8760,8117,0,2013-01-01T00:00:00,2013-12-31T23:00:00,0.0,-8.44305555,-43.86472222
2014,A336,ALVORADA DO GURGUEIA,NE,PI,-8.44305555,-43.86472222,270.0,2007-11-17,2014/INMET_NE_PI_A336_ALVORADA DO GURGUEIA_01-01-2014_A_31-12-2014.CSV,8760,8760,8286,0,2014-01-01T00:00:00,2014-12-31T23:00:00,0.0,-8.44305555,-43.86472222
2015,A336,ALVORADA DO GURGUEIA,NE,PI,-8.44305555,-43.86472222,270.0,2007-11-17,2015/INMET_NE_PI_A336_ALVORADA DO GURGUEIA_01-01-2015_A_31-12-2015.CSV,8760,8760,7485,0,2015-01-01T00:00:00,2015-12-31T23:00:00,0.0,-8.44305555,-43.86472222
2016,A336,ALVORADA DO GURGUEIA,NE,PI,-8.44305555,-43.86472222,270.0,2007-11-17,2016/INMET_NE_PI_A336_ALVORADA DO GURGUEIA_01-01-2016_A_31-12-2016.CSV,8784,8784,6879,0,2016-01-01T00:00:00,2016-12-31T23:00:00,0.0,-8.44305555,-43.86472222
2017,A336,ALVORADA DO GURGUEIA,NE,PI,-8.44305555,-43.86472222,270.0,2007-11-17,2017/INMET_NE_PI_A336_ALVORADA DO GURGUEIA_01-01-2017_A_31-12-2017.CSV,8760,8760,8760,0,2017-01-01T00:00:00,2017-12-31T23:00:00,0.0,-8.44305555,-43.86472222
2018,A336,ALVORADA DO GURGUEIA,NE,PI,-8.44305555,-43.86472222,270.0,2007-11-17,2018/INMET_NE_PI_A336_ALVORADA DO GURGUEIA_01-01-2018_A_31-12-2018.CSV,8760,8760,8760,0,2018-01-01T00:00:00,2018-12-31T23:00:00,0.0,-8.44305555,-43.86472222
2019,A336,,,PI,-8.44166666,-43.86555555,261.26,17/11/07,2019/INMET_NE_PI_A336_ALVORADA DO GURGUEIA_01-01-2019_A_31-12-2019.CSV,8760,8760,8181,0,2019-01-01T00:00:00,2019-12-31T23:00:00,0.17958904155003985,-8.44305555,-43.86472222
2020,A336,ALVORADA DO GURGUEIA,NE,PI,-8.44166666,-43.86555555,261.26,17/11/07,INMET_NE_PI_A336_ALVORADA DO GURGUEIA_01-01-2020_A_31-12-2020.CSV,8784,8784,8784,0,2020-01-01T00:00:00,2020-12-31T23:00:00,0.17958904155003985,-8.44305555,-43.86472222
2021,A336,ALVORADA DO GURGUEIA,NE,PI,-8.44166666,-43.86555555,261.26,17/11/07,INMET_NE_PI_A336_ALVORADA DO GURGUEIA_01-01-2021_A_31-12-2021.CSV,8760,8760,5873,0,2021-01-01T00:00:00,2021-12-31T23:00:00,0.17958904155003985,-8.44305555,-43.86472222
2022,A336,ALVORADA DO GURGUEIA,NE,PI,-8.44166666,-43.86555555,261.26,17/11/07,INMET_NE_PI_A336_ALVORADA DO GURGUEIA_01-01-2022_A_31-12-2022.CSV,8760,8760,5725,0,2022-01-01T00:00:00,2022-12-31T23:00:00,0.17958904155003985,-8.44305555,-43.86472222
2023,A336,ALVORADA DO GURGUEIA,NE,PI,-8.37638888,-43.85944444,225.0,17/11/07,INMET_NE_PI_A336_ALVORADA DO GURGUEIA_01-01-2023_A_31-12-2023.CSV,8760,8760,4995,0,2023-01-01T00:00:00,2023-12-31T23:00:00,7.435704100918986,-8.44305555,-43.86472222
2024,A336,ALVORADA DO GURGUEIA,NE,PI,-8.37638888,-43.85944444,225.0,17/11/07,INMET_NE_PI_A336_ALVORADA DO GURGUEIA_01-01-2024_A_31-12-2024.CSV,8784,8784,8784,0,2024-01-01T00:00:00,2024-12-31T23:00:00,7.435704100918986,-8.44305555,-43.86472222
2025,A336,ALVORADA DO GURGUEIA,NE,PI,-8.37638888,-43.85944444,225.0,17/11/07,2025/INMET_NE_PI_A336_ALVORADA DO GURGUEIA_01-01-2025_A_31-12-2025.CSV,8760,8760,4920,0,2025-01-01T00:00:00,2025-12-31T23:00:00,7.435704100918986,-8.44305555,-43.86472222
2007,A339,JAGUARUANA,NE,CE,-4.85333333,-37.77694443,12.0,2007-11-10,2007/INMET_NE_CE_A339_JAGUARUANA_10-11-2007_A_31-12-2007.CSV,1248,1248,1158,0,2007-11-10T00:00:00,2007-12-31T23:00:00,0.0,-4.85333333,-37.77694443
2008,A339,JAGUARUANA,NE,CE,-4.85333333,-37.77694443,12.0,2007-11-10,2008/INMET_NE_CE_A339_JAGUARUANA_01-01-2008_A_31-12-2008.CSV,8784,8784,8775,0,2008-01-01T00:00:00,2008-12-31T23:00:00,0.0,-4.85333333,-37.77694443
2009,A339,JAGUARUANA,NE,CE,-4.85333333,-37.77694443,12.0,2007-11-10,2009/INMET_NE_CE_A339_JAGUARUANA_01-01-2009_A_31-12-2009.CSV,8760,8760,8738,0,2009-01-01T00:00:00,2009-12-31T23:00:00,0.0,-4.85333333,-37.77694443
2010,A339,JAGUARUANA,NE,CE,-4.85333333,-37.77694443,12.0,2007-11-10,2010/INMET_NE_CE_A339_JAGUARUANA_01-01-2010_A_31-12-2010.CSV,8760,8760,6695,0,2010-01-01T00:00:00,2010-12-31T23:00:00,0.0,-4.85333333,-37.77694443
2011,A339,JAGUARUANA,NE,CE,-4.85333333,-37.77694443,12.0,2007-11-10,2011/INMET_NE_CE_A339_JAGUARUANA_01-01-2011_A_31-12-2011.CSV,8760,8760,4794,0,2011-01-01T00:00:00,2011-12-31T23:00:00,0.0,-4.85333333,-37.77694443
2012,A339,JAGUARUANA,NE,CE,-4.85333333,-37.77694443,12.0,2007-11-10,2012/INMET_NE_CE_A339_JAGUARUANA_01-01-2012_A_31-12-2012.CSV,8784,8784,8776,0,2012-01-01T00:00:00,2012-12-31T23:00:00,0.0,-4.85333333,-37.77694443
2013,A339,JAGUARUANA,NE,CE,-4.85333333,-37.77694443,12.0,2007-11-10,2013/INMET_NE_CE_A339_JAGUARUANA_01-01-2013_A_31-12-2013.CSV,8760,8760,8743,0,2013-01-01T00:00:00,2013-12-31T23:00:00,0.0,-4.85333333,-37.77694443
2014,A339,JAGUARUANA,NE,CE,-4.85333333,-37.77694443,12.0,2007-11-10,2014/INMET_NE_CE_A339_JAGUARUANA_01-01-2014_A_31-12-2014.CSV,8760,8760,8654,0,2014-01-01T00:00:00,2014-12-31T23:00:00,0.0,-4.85333333,-37.77694443
2015,A339,JAGUARUANA,NE,CE,-4.85333333,-37.77694443,12.0,2007-11-10,2015/INMET_NE_CE_A339_JAGUARUANA_01-01-2015_A_31-12-2015.CSV,8760,8760,7893,0,2015-01-01T00:00:00,2015-12-31T23:00:00,0.0,-4.85333333,-37.77694443
